round,accuracy,loss,train_loss,dissimilarity
161,0.779605,0.601670,0.42753261245735313,0.07791432355424692
162,0.778509,0.600622,0.31003178197722325,0.07476858457733392
163,0.776316,0.600076,0.5491737671139477,0.09079564934822681
164,0.780702,0.598705,0.49911762002739896,0.09319350839366324
165,0.778509,0.599060,0.4605140868333001,0.05630239064775017
166,0.781798,0.598464,0.6094734707785459,0.08727205549588966
167,0.760965,0.607922,0.3350830261303886,0.10649361495325048
168,0.760965,0.607892,0.32668545006238625,0.04553084303163773
169,0.759868,0.609081,0.5961835266638575,0.09470462807711116
170,0.763158,0.612748,0.4120626623844717,0.10145316015743272
171,0.760965,0.613964,0.5415715190764281,0.061596967487738574
172,0.781798,0.588644,0.5323742266677803,0.0864990576234867
173,0.786184,0.590244,0.5183640458207446,0.07410021850444795
174,0.782895,0.588249,0.7420974676738797,0.09173567312725409
175,0.774123,0.593031,0.45257823196990254,0.0978559606944352
176,0.767544,0.592437,0.48445218080261704,0.09785227852409889
177,0.763158,0.592851,0.7808632032611492,0.08826277544376977
178,0.763158,0.591678,0.6758009178610553,0.07207046756869737
179,0.760965,0.594214,0.7173664556443691,0.11084164798546779
180,0.758772,0.593543,0.5382897053946132,0.09056863262626304
181,0.780702,0.583748,0.5683370862269846,0.07746261340037884
182,0.783991,0.581219,0.3229651749952801,0.08536295914426256
183,0.781798,0.581673,0.3240963989653203,0.06718114088209597
184,0.770833,0.582930,0.5275265276840406,0.08442676107072092
185,0.777412,0.582164,0.4603249523364401,0.07532543908212246
186,0.778509,0.583647,0.5497126486706038,0.06390613067638577
187,0.778509,0.583316,0.6232006718731278,0.0924129715448334
188,0.775219,0.585312,0.2757389342338601,0.05960998360871104
189,0.776316,0.585331,0.567983040053997,0.08735511897909093
190,0.774123,0.584625,0.28596087594742753,0.06648290298371656
191,0.786184,0.585439,0.5597674020954638,0.10027985192274796
192,0.789474,0.594507,0.5661202620935021,0.07303064257035392
193,0.790570,0.596995,0.6601596053855405,0.07066526002615012
194,0.786184,0.585664,0.5535557116577663,0.0755513014588664
195,0.789474,0.583845,0.48942514783174257,0.07459937756898788
196,0.789474,0.579443,0.521157867021605,0.07171695502112965
197,0.786184,0.580092,0.5381902297535544,0.06410016170365707
198,0.786184,0.577183,0.343537630080147,0.09130432449227543
199,0.782895,0.577071,0.5407494639439918,0.05721726753621131
200,0.783991,0.576344,0.4567633759663346,0.07388013969083003
